"","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","gender","S","DD","D_pred"
"742",3,0,0,0,1,0,0.5,1.5,"M",4.5,"1",9.87542785303752
"743",3,0,0,0,0,0,0,1.5,"M",3,"1",5.6095285902645
"744",0,1,0,0,1.5,0,0,0,"M",2.5,"0",5.25534882074519
"745",0,0,0,0,1.5,0,0,0,"M",1.5,"0",3.01984216561242
"746",1,0,0,0,3,0,0,1,"M",4,"1",6.8081880631119
"747",2,3,2.5,1.5,3,0,3,2.5,"M",15,"1",28.4287052318701
"748",1,0,0,0,0,0,0,0,"M",1,"0",1.51706022099454
"749",2,0,0,0,0,0,0,1,"M",2,"1",4.90116905122589
"750",0,0,0,0,0,0,0,0,"M",0,"0",0
"751",2,0,0,0,0,0,0,2,"M",2,"1",4.02645622081655
"752",1,0,0,0,0,0,0,1,"M",1,"1",1.5542293661557
"753",1,0,0,0,0,0,1,2,"M",2,"1",3.66256018563933
"754",0,0,0,0,0,0,0,1,"M",0,"1",0
"755",1.5,3,1.5,3,1.5,3,3,3,"M",16.5,"1",31.6265772860472
"756",3,0,3,1.5,0,1.5,3,3,"M",12,"1",24.0771402486302
"757",1.5,1.5,1.5,0,1.5,1.5,0,1.5,"M",7.5,"1",14.2451559914488
"758",3,3,3,3,1.5,3,1.5,3,"M",18,"1",33.1696701704902
"759",1.5,1.5,0,0,1.5,1.5,1.5,3,"M",7.5,"1",14.1025019278358
"760",1,2,2,2,2,1,2.5,3,"M",12.5,"1",22.8716435574907
"761",1.5,2,2.5,3,2,1,2,3,"M",14,"1",25.8103182742107
"762",0,0,0,0,0,0,0,0,"W",0,"0",0
"763",1,1.5,1,1.5,2,1,2,2,"M",10,"1",18.2863294437895
"764",2,3,2,3,3,0,2,3,"M",15,"1",29.0817629594913
"765",3,0.5,0,0,0,0,0,0,"W",3.5,"0",7.2649765940313
"766",3,0,0,0,0,0,0,0,"M",3,"0",4.66268809846711
"767",3,0,0,0,0,0,0,0,"M",3,"0",6.43649989393436
"768",3,0,0,0,0,0,0,0,"W",3,"0",4.54134925887636
"769",3,0,0,0,0,0,0,0,"M",3,"0",4.55118066298362
"770",3,0,0,0,0,0,0,0,"M",3,"0",7.35175357683884
"771",1.5,0,0,0,0,0,0,1,"M",1.5,"1",2.80476429513225
"772",2,0,0,0,0,0,0,1.5,"M",2,"1",4.02645622081655
"773",0,0,0,0,0,0,0,0,"M",0,"0",0
"774",2,1,0,0,0,0,0,1,"M",3,"1",6.30422803969785
"775",2,2,0,0,1,0,1.5,2,"M",6.5,"1",11.9574016579599
"776",0,0,0,0,0,0,0,0,"M",0,"0",0
"777",0,0,0,0,0,0,0,0,"W",0,"0",0
"778",0,0,0,0,0,0,0,0,"W",0,"0",0
"779",2,0,0,0,1,0,1,1,"M",4,"1",8.04179904888284
"780",2,0,0,0,0,0,1,1,"M",3,"1",4.62224181860353
"781",1,3,3,3,3,2,2,3,"M",17,"1",31.514781398884
"782",1,1,1,1,1,2,1,2,"M",8,"1",15.0774562479382
"783",1,1,1,1,1,1,1,2,"M",7,"1",13.0642281375299
"784",1,1,1,1,1,1,1,2,"M",7,"1",13.0642281375299
"785",2,2,2,1,2,1,1,2,"M",11,"1",21.0472157122036
"786",3,3,2,2,2,1,2,3,"M",15,"1",29.0752086900864
"787",1,0,0,0,0,0,0,1,"M",1,"1",1.5542293661557
"788",2,1,0,0,0,0,1,1.5,"M",4,"1",7.82128826069239
"789",1,1,0,0,0,0,0,1,"M",2,"1",3.06801245244782
"790",1,1,1,0,1,0,1,1,"M",5,"1",9.05941424576123
"791",0,0,0,0,0,0,0,0,"W",0,"0",0
"792",0,0.5,0,0,1,0,0,0.5,"M",1.5,"0",3.20911463611022
"793",1.5,1,0.5,0,0,0,0,1,"M",3,"1",6.22731823437142
"794",1,2,1,1,1,1,0,1,"M",7,"1",13.4202879146593
"795",2,3,1,0,2,0,0,1,"M",8,"1",15.8897275184388
"796",3,1.5,0.5,0,0,0,1.5,2,"M",6.5,"1",11.4834915282401
"797",1,0,0,0,0,0,0,0.5,"W",1,"0",1.51706022099454
"798",3,1,0,0,0,0,0,1.5,"M",4,"1",8.86553666313096
"799",2.5,0.5,0,0.5,0,0,0,1.5,"M",3.5,"1",6.43975132425515
"800",2,2,1,1,1,0.5,0,2,"M",7.5,"1",14.624010698409
"801",1,0,0,0,0,0,0,0.5,"W",1,"0",1.5542293661557
"802",1.5,0,0,0,0,0,0,0,"M",1.5,"0",3.21824994696718
"803",1.5,0,0,0,0,0,0,0,"M",1.5,"0",2.27067462943818
"804",3,3,1.5,0,1.5,0,1.5,2.5,"M",10.5,"1",19.0829616471008
"805",2,0,1.5,0,0,0,2,0,"M",5.5,"0",11.258969321276
"806",1.5,0,0,0,0,0,0,0,"M",1.5,"0",2.80476429513225
"807",1.5,0,0,0,0,0,0,0,"M",1.5,"0",3.01984216561242
"808",1.5,0,0,0,0,0,0,0,"M",1.5,"0",2.33134404923356
"809",1,0,0,0,0,0,0,0,"W",1,"0",2.14549996464479
"810",1,0,0,0,0,0,0,0,"W",1,"0",1.51378308629212
"811",2,0,0,0,0,0,0,0,"M",2,"0",3.03412044198908
"812",3,1,1,0,0,0,0,1,"M",5,"1",10.4197660292867
"813",1,0,0,0,0,0,0,1,"M",1,"1",1.8698428634215
"814",2,3,2,2,2,1,1,3,"M",13,"1",24.9164806150334
"815",1,0,0,0,0,0,0,1,"W",1,"1",1.5542293661557
"816",1,0,0,0,0,0,0,1,"W",1,"1",2.14549996464479
"817",2,0,0,0,0,0,0,1,"W",2,"1",3.02756617258424
"818",2,0,0,0,0,0,0,2,"M",2,"1",3.03412044198908
"819",1,0,0,0,0,0,0,1,"W",1,"1",2.45058452561295
"820",2,1,0,0,1,0,0,2,"W",4,"1",7.70733047345048
"821",1,0,0,0,0,0,0,0,"M",1,"0",2.01322811040828
"822",1,0,0,0,0,0,0,0,"M",1,"0",1.5542293661557
"823",1,0,0,0,1,0,0,0,"M",2,"0",3.69972933080049
"824",1,1,0,0,0,0,1,0,"M",3,"0",5.51859697806077
"825",0,1,0,0,0,0,1,0,"M",2,"0",4.01534282806629
"826",1,1,0,0,0,1,1,0,"M",4,"0",8.12309568695813
"827",0,1,0,0,0,0,0,0,"M",1,"0",1.51706022099454
"828",0,0,0,0,0,0,0,1,"M",0,"1",0
"829",0,0,0,0,0,0,0,1,"M",0,"1",0
"830",3,0,0,0,0,0,0,1,"W",3,"1",6.43649989393436
"831",0,0,0,0,0,0,0,1,"M",0,"1",0
"832",0,0,0,0,0,0,0,1,"M",0,"1",0
"833",0,0,0,0,0,0,0,1,"M",0,"1",0
"834",2,0,0,0,0,0,0,1,"M",2,"1",3.739685726843
"835",0,0,0,0,0,0,0,0,"M",0,"0",0
"836",1,0,0,0,0,0,0,1,"M",1,"1",1.5542293661557
"837",3,0,0,0,0,0,1,2,"M",4,"1",7.95356011492891
"838",3,1.5,1,1.5,2,0,1,2.5,"M",10,"1",17.7597109579258
"839",2,0,0,0,0,0,0,0.5,"M",2,"0",3.03412044198908
"840",2,0.5,0.5,0,0,0,0.5,2.5,"M",3.5,"1",7.44178933265394
"841",1.5,3,2,2,3,0,2.5,3,"M",14,"1",26.9107281004501
"842",0,0,0,0,0,0,0,0,"W",0,"0",0
"843",0,0,0,0,0,0,0,0,"M",0,"0",0
"844",1.5,0,0,0,0,0,0,0.5,"W",1.5,"0",3.21824994696718
"845",0,0,0,0,0,0,0,0,"M",0,"0",0
"846",3,0,0,0,0,0,0,1,"M",3,"1",4.55118066298362
"847",2,0,0,0,0,0,0,1.5,"M",2,"1",4.90116905122589
"848",1.5,1,0,0,1,0,0,1.5,"W",3.5,"1",6.77240904173973
"849",1.5,1,0,0,1,0,2,1.5,"M",5.5,"1",11.6312694839364
"850",2.5,3,2,3,1,0,3,3,"M",14.5,"1",25.5202997108618
"851",2,0,0,0,0,0,0,1,"M",2,"1",4.29099992928958
"852",1,0,0,0,0,0,0,1.5,"M",1,"1",1.51378308629212
"853",0,0,0,0,0,0,0,0,"W",0,"0",0
"854",0,0,0,0,0,0,0,0,"W",0,"0",0
"855",1,0,0,0,0,0,0,1,"M",1,"1",1.8698428634215
"856",3,1,0,0,0,0,2,1.5,"M",6,"1",12.7812687861274
"857",3,0,0,0,2,0,0,0.5,"W",5,"0",8.68914431928366
"858",3,2,1,0,1,0,2,2,"M",9,"1",17.5018904485086
"859",2,0,0,0,0,0,0,1,"M",2,"1",3.02756617258424
"860",1,0,0,0,2,0,0,0.5,"W",3,"0",4.54462639357878
"861",2,1,0,0,1,0,1,1,"M",5,"1",9.94524046892083
"862",3,0,0,0,2,0,1,1.5,"M",6,"1",12.0649270076461
"863",1,1,0,0,1,0,1,1,"M",4,"1",8.47915546408751
"864",1,0,0,0,2,0,0,1,"W",3,"1",5.58068558697226
"865",3,1.5,1.5,0,1,0,2,2.5,"M",9,"1",17.720568656111
"866",1,1,0,0,0,0,0,1,"M",2,"1",3.06801245244782
"867",1,1,0,0,0,0,0,1,"W",2,"1",3.66256018563933
"868",2,0.5,1,0,0,1,1.5,1.5,"M",6,"1",12.3776320907849
"869",2.5,0.5,0.5,0.5,0.5,1.5,0,1,"M",6,"1",11.0084681988222
"870",1.5,2,1.5,1,1.5,1.5,1.5,1.5,"M",10.5,"1",20.0445197860234
"871",2,2,1.5,1,2,1.5,0.5,2,"W",10.5,"1",19.728459307673
"872",2,1,1.5,1,0.5,1,0,1.5,"M",7,"1",14.1408454609087
"873",3,2,2,1.5,2,1.5,1.5,2,"M",13.5,"1",24.651802932844
"874",2.5,2,2,2,1,1.5,2,2.5,"M",13,"1",24.596088616187
"875",2,0,2,0,1,2,1,1,"M",8,"1",15.8309160442297
"876",3,2,1.5,3,1,0,3,3,"M",13.5,"1",25.0148559345256
"877",1,0,0,0,0,1,0,0,"M",2,"0",3.53028833140282
"878",0,0,0,0,0,0,0,0,"M",0,"0",0
"879",0,0,0,0,0,0,0,0,"M",0,"0",0
"880",3,2,1,2,3,2,3,2,"M",16,"1",30.3684809881881
"881",3,0,0,0,0,1,0,0,"M",4,"0",6.10541002913932
"882",2,2,0,1,2,2,3,3,"M",12,"1",23.1633827897351
"883",0,0,0,0,0,0,0,0,"W",0,"0",0
"884",2,0,0,0,0,2,1,1,"W",5,"1",9.20607662745042
"885",3,1,1,0,0,1,2,1,"W",8,"1",13.5277418810803
"886",2,1,0,0,0,0,0,1,"W",3,"1",6.30422803969785
"887",3,1.5,2,1,1.5,0,1.5,2,"M",10.5,"1",19.0235659913341
"888",2,1,1,0,0,0,0,1.5,"M",4,"1",7.19284851704215
"889",1,0,0,0,0,0,0,0,"W",1,"0",2.45058452561295
"890",2,1,1,1,1.5,0,1,1.5,"M",7.5,"1",14.6455801774657
"891",1,0,0,0,0,0,0,1.5,"W",1,"1",2.01322811040828
"892",1.5,0,0,0,1.5,0,1.5,1.5,"M",4.5,"1",7.62186084428415
"893",1.5,1.5,0,0,1.5,0,1.5,1.5,"M",6,"1",10.845026493305
"894",1.5,0,0,0,0,0,0,0,"M",1.5,"0",2.27067462943818
"895",1.5,1.5,0,0,0,0,0,0,"M",3,"0",5.49384027845899
"896",3,3,3,0,3,1.5,3,3,"M",16.5,"1",30.3649058753579
"897",0,0,0,0,0,0,0,0,"W",0,"0",0
"898",1,0,0,0,0,0,0,1,"W",1,"1",2.01322811040828
"899",3,1,0,1,1,0,0,2,"W",6,"1",10.6912590369417
"900",3,1,1,2,1,1,1,2,"M",10,"1",18.8690111531116
"901",3,0,1,0,0,1,1,2,"M",6,"1",10.8750047583191
"902",0,0,0,0,0,1,0,0,"M",1,"0",1.5542293661557
"903",2,2,1,1,2,1,2,1,"M",11,"1",20.5588840808378
"904",2,1,0,0,0,0,0,1,"W",3,"1",5.25674594783754
"905",2,0,0,0,0,0,1,1,"M",3,"1",6.17195618546134
"906",1,0,1,0,0,1,0,1,"M",3,"1",5.52187411276319
"907",3,1,0,0,0,0,0,1.5,"M",4,"1",8.44972800434264
"908",1,1,0.5,0,0,0,0.5,1.5,"W",3,"1",5.22822614696505
"909",0.5,0.5,0,0,0,0,0,0.5,"W",1,"0",1.83128009281966
"910",2.5,1,0,0,0,0,0,1.5,"M",3.5,"1",7.64024440032449
"911",2.5,2,0.5,0,1.5,0,1,1.5,"M",7.5,"1",14.0115837374403
"912",2.5,0.5,0,0,0,0,0,0.5,"M",3,"0",6.25836253882716
"913",1,0.5,0,0,0,0,0,0,"M",1.5,"0",2.48915079786645
"914",2,1.5,2,3,1.5,1.5,0,1.5,"W",11.5,"1",21.88946874937
"915",1,0.5,0.5,2,1,0.5,2,1,"M",7.5,"1",14.3132227141446
"916",1,2,0,3,2,0.5,2,1,"M",10.5,"1",20.704180309628
"917",1.5,2,0.5,2,0,0.5,1,1,"M",7.5,"1",14.3062214636552
"918",3,3,3,3,3,3,3,3,"M",21,"1",39.1926844125896
"919",2.5,1.5,0,3,3,3,3,3,"M",16,"1",29.9688443100897
"920",1.5,0.5,0,1,0,0,1.5,1,"M",4.5,"1",7.68244007502727
"921",3,3,2,1,2,2,3,3,"M",16,"1",30.2904614848152
"922",3,2,0,0,0,1,1,1,"M",7,"1",12.113620627209
"923",2,0,0,0,0,0,0,1,"W",2,"1",3.03412044198908
"924",2,0,0,0,0,0,0,0.5,"W",2,"0",4.90116905122589
"925",3,0,0,0,0,0,0,0.5,"M",3,"0",5.6095285902645
"926",1,0.5,0,1,1,1,2,2,"W",6.5,"1",12.4706527530761
"927",0,0,0,0,0,0,0,0,"W",0,"0",0
"928",3,1.5,0,0.5,0.5,1.5,0.5,2,"M",7.5,"1",14.5536426914002
"929",1.5,0.5,0,0,0,0,0,1,"M",2,"1",3.04778931251603
"930",1,0.5,0,0,0.5,0,0.5,0.5,"W",2.5,"0",4.28162317817374
"931",0,0,0,0,0,0,0,0,"W",0,"0",0
"932",2,0.5,0,0,0,0,0,0,"M",2.5,"0",4.49821583734027
"933",0,0,0,0,0,0,0,0,"W",0,"0",0
"934",1.5,0.5,0,0,1,0,0,0,"M",3,"0",5.27949359135258
"935",0,0,0,0,0,0,0,0,"W",0,"0",0
"936",2.5,1,0.5,0,0.5,1,2,1.5,"M",7.5,"1",14.2607556575533
"937",3,0,0,0,0.5,0,2,1.5,"M",5.5,"1",9.04775793297268
"938",1.5,0,0,0,0,0,0,0,"M",1.5,"0",3.67587678841942
"939",2.5,1,1,1,1.5,0,2,1.5,"M",9,"1",17.1347309753322
"940",3,3,3,1.5,3,3,3,3,"M",19.5,"1",36.8613403633561
"941",1.5,0,0.5,0,0.5,0,0,0,"M",2.5,"0",4.09648821493496
"942",2,1,0.5,0,0,0,0,0.5,"W",3.5,"0",7.52952030250433
"943",1.5,0.5,0,0,0,0,0,0.5,"W",2,"0",3.04778931251603
"944",3,2,1.5,0,3,0,3,2,"M",12.5,"1",22.0129006070265
"945",2.5,3,2,0,3,0,1.5,3,"M",12,"1",21.3472921338162
"946",3,2.5,0,0,1,0,0,2,"M",6.5,"1",11.8527636683638
"947",1.5,0.5,0,0,1.5,0,0,2,"M",3.5,"1",7.04989872355114
"948",1.5,0,1.5,0,0,0,2,2.5,"M",5,"1",7.63450055330961
"949",3,0,0,0,0,0,0,2,"M",3,"1",6.43649989393436
"950",3,0,0,1,0,0,0,1,"M",4,"1",6.0584094798709
"951",1.5,0,0,0,0,0,0,0,"W",1.5,"0",2.27559033149181
"952",2,0,0,1,0,0,1,1,"M",4,"1",8.78424002505567
"953",2,0,0,0,0,0,0,0,"W",2,"0",3.739685726843
"954",2,0,0,0.5,0,0,0,1,"M",2.5,"1",4.80357090389441
"955",3,2,2,2,1,1,2,3,"M",13,"1",23.2188730051942
"956",0,0,0,0,0,0,0,0,"W",0,"0",0
"957",1,0,0,0,0,0,0,0,"W",1,"0",1.51378308629212
"958",3,1.5,2,2,1,1,1.5,3,"W",12,"1",22.5698326295733
"959",3,1.5,2.5,1,1,2,1,3,"M",12,"1",23.1991327457802
"960",3,1.5,1.5,2,1,2,3,2,"M",14,"1",25.2706638862043
"961",1.5,1.5,0,0,0,0,1.5,1,"M",4.5,"1",9.91396890099902
"962",1.5,1.5,0,0,0,0,2,2,"M",5,"1",8.16367451695005
"963",2,2,2,1.5,1.5,0,1.5,1.5,"M",10.5,"1",20.0962342114956
"964",1.5,0,3,0,0,0,0,0.5,"M",4.5,"0",7.88020321970268
"965",3,0,1.5,0,0,0,0,0,"W",4.5,"0",7.57102282859604
"966",2,1,1,0,0,0,1,1,"M",5,"1",9.98240961408199
"967",3,1,1,0,0,0,2,2,"M",7,"1",12.3805475082152
"968",3,0,1,0,0,0,2,2,"M",6,"1",11.8444673468065
"969",3,1,1,0,0,0,1,1,"M",6,"1",9.56337426917527
"970",3,1.5,0,0.5,0,0,0,1.5,"M",5,"1",10.2132336026928
"971",3,0,0,0,0,0,0,1,"W",3,"1",4.54134925887636
"972",3,1.5,0,0,0,0,0,1.5,"M",4.5,"1",7.7694306099508
"973",3,1.5,0,0,0,0,0,1.5,"M",4.5,"1",9.62242820627702
"974",3,1.5,0,0,0,0,0,1.5,"M",4.5,"1",7.88511892175631
"975",3,1.5,0,0,0,0,0,1.5,"M",4.5,"1",9.71556111964425
"976",1.5,0.5,0,0,0,0,0,1.5,"W",2,"1",3.2662654809443
"977",1.5,0.5,0,0,0,0,0,1.5,"W",2,"1",4.22486400217132
"978",1.5,0.5,0,0,0,0,0,1,"W",2,"1",3.04778931251603
"979",2,0,0,1.5,1,0,2,2,"M",6.5,"1",11.9634660435436
"980",2,3,1,3,2,1,2,3,"M",14,"1",25.8123528939729
"981",1,1,0,1,2,1,0,1.5,"M",6,"1",11.8150833323423
"982",0,1,1,2,1,1,1,1,"M",7,"1",12.6052293932773
"983",2,1,2,2,2,0,1,2,"M",10,"1",17.8436612741202
"984",3,3,2,3,3,2,3,3,"M",19,"1",34.8722570235552
"985",2,0,0,1,0,0,2,2,"M",5,"1",9.44579544480468
"986",2.5,0,0,0,0,0,0,0,"W",2.5,"0",3.79265055248635
"987",3,0,0,0,0,0,0,0,"M",3,"0",7.35175357683884
"988",2,0,0,0,0,0,0,1.5,"M",2,"1",3.739685726843
"989",1.5,0,0,1,0,0,2,3,"M",4.5,"1",8.8650714610577
"990",2,0,0,0,0,0,2,2,"M",4,"1",6.13602490489565
"991",2.5,1,0,0,1,0,1.5,1,"M",6,"1",11.2067977196678
"992",3,0.5,0,0,0.5,0,0,0.5,"W",4,"0",6.39121392427661
"993",2.5,2,2,1.5,2,0,2,2.5,"M",12,"1",22.5532353904391
"994",0,0,0,0,1,0,0,1,"M",1,"1",1.51706022099454
"995",0,1,0,0,0,0,0,1,"M",1,"1",1.51706022099454
"996",0,1,0,0,0,0,0,1,"M",1,"1",2.45058452561295
"997",0,0,0,0,0,0,0,0,"W",0,"0",0
"998",0,0,0,0,0,0,0,0,"M",0,"0",0
"999",0,0,0,0,0,0,0,0,"W",0,"0",0
"1000",0,0,0,0,0,0,0,0,"M",0,"0",0
"1001",0,0,0,0,0,0,0,1,"M",0,"1",0
"1002",0,2,0,0,2,0,0,1,"M",4,"1",7.93528949321497
"1003",0,2,0,0,2,0,0,1,"M",4,"1",8.64085477806889
"1004",2,3,3,0,2,0,0,2,"W",10,"1",17.2956242063761
"1005",0,0,0,0,0,0,0,0,"W",0,"0",0
"1006",3,1,0,0,1,0,0,1.5,"M",5,"1",8.24107858967685
"1007",0,0,0,0,0,0,0,0,"W",0,"0",0
"1008",1,0,0,0,0,0,0,0,"M",1,"0",2.45058452561295
"1009",1,0,0,0,0,0,0,1,"W",1,"1",1.8698428634215
"1010",1,0,0,0,0,0,0,0.5,"W",1,"0",2.01322811040828
"1011",0,0,0,0,0,0,0,0,"W",0,"0",0
"1012",0,0,0,0,0,0,0,0,"W",0,"0",0
"1013",0,0,0,0,0,0,0,0.5,"M",0,"0",0
"1014",2,0,0,0,0,0,1,0.5,"M",3,"0",4.90396330541058
"1015",0,0,2,0,0,0,0,0,"W",2,"0",3.10845873231141
"1016",2,0,2,0,2,0,1,2,"M",7,"1",14.4860840735142
"1017",2,0,2,0,2,0,2,2,"M",8,"1",15.0847080495334
"1018",2,0,0,0,0,0,0,0.5,"M",2,"0",3.10845873231141
"1019",2,0,0,0,0,0,0,0.5,"W",2,"0",4.29099992928958
"1020",2,0,0,0,0,0,0,0.5,"M",2,"0",3.02756617258424
"1021",2,0,0,0,0,0,0,2,"M",2,"1",3.03412044198908
"1022",0,0,0,0,0,0,0,0,"W",0,"0",0
"1023",1,0,1,0,1,0,0,1,"M",3,"1",6.46592735367923
"1024",1,0,2,0,0,0,2,2,"M",5,"1",9.33179421228209
"1025",0,0,0,0,0,0,0,0,"W",0,"0",0
"1026",0,0,0,0,0,0,0,0.5,"M",0,"0",0
"1027",0,0,0,0,0,0,0,0.5,"M",0,"0",0
