"","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","gender","S","DD","D_pred"
"371",0.5,0,0,0,0,1,1.5,0,"M",3,"0",6.39063439306368
"372",1.5,0,0,0,0,1,1.5,0,"M",4,"0",6.64989143065792
"373",2,0,0,0,0,0,2,0,"M",4,"0",8.31745615010613
"374",3,2,3,0,3,1,2.5,3,"M",14.5,"1",25.2282810608618
"375",1,0,0,0,0,0,0,0,"W",1,"0",2.14549996464479
"376",1,0,0,0,0,0,0,0,"W",1,"0",1.51378308629212
"377",3,3,3,2,3,0,2,3,"M",16,"1",30.2095689250881
"378",3,2,2,1,1,1,2,2,"M",12,"1",23.0466377516119
"379",0,0,0,0,0,0,0,0,"M",0,"0",0
"380",1,0,0,0,0,1,0,0,"W",2,"0",3.53028833140282
"381",1,1,0,1,1,0,1,1,"M",5,"1",9.09658339092239
"382",1,0,0,0,0,0,1,0,"M",2,"0",3.66256018563933
"383",3,2,2,1,2,0,2,2,"M",12,"1",22.0987229195408
"384",3,1,1,1,1,0,2,1,"M",9,"1",16.4139620767847
"385",3,2,1,2,2,0,1,2,"M",11,"1",20.7205833948191
"386",3,1,0,0,0,0,0,1,"M",4,"1",7.12658881125903
"387",1,0,0,0,0,0,0,0,"W",1,"0",2.01322811040828
"388",0,0,0,0,0,0,0,0,"W",0,"0",0
"389",1,0,0,0,0,1,0,0,"W",2,"0",4.01534282806629
"390",2.5,1.5,2.5,0,0,0,0,1.5,"M",6.5,"1",10.7904089235176
"391",3,2.5,1.5,0,0,0,0,1.5,"M",7,"1",12.934772740208
"392",0,1.5,1.5,0,0,0,0,0,"M",3,"0",4.60201867867174
"393",1.5,2.5,1.5,0,0,0,0,2.5,"M",5.5,"1",9.81566479458578
"394",2,1.5,1.5,0,0,0,0,2,"M",5,"1",9.97300763867415
"395",0,1,1.5,0,0,0,0,0,"M",2.5,"0",4.14543319491331
"396",0,1.5,1.5,0,0,0,0,0,"M",3,"0",6.69571895403184
"397",3,3,1.5,0,3,0,2,3,"M",12.5,"1",23.346470597636
"398",2.5,0.5,1.5,0,1.5,0,0,1.5,"W",6,"1",10.1559173298593
"399",2.5,1,1.5,0,1.5,0,0,1.5,"M",6.5,"1",12.2471787810499
"400",3,3,0,0,3,0,2,3,"M",11,"1",20.6209215623984
"401",3,2,0,0,2,0,2,3,"M",9,"1",18.9715390385833
"402",3,2.5,0,0,3,0,2,3,"M",10.5,"1",18.4045457608299
"403",1.5,1.5,1.5,0,0,0,0,1,"W",4.5,"1",9.91396890099902
"404",0,1.5,1.5,0,0,0,0,0,"W",3,"0",5.1361083443658
"405",0,1.5,1.5,0,0,0,0,0,"M",3,"0",6.2380921125796
"406",0,1.5,1.5,0,0,0,0,0,"W",3,"0",4.60201867867174
"407",3,0,1.5,0,0,0,1.5,3,"M",6,"1",11.1591225864652
"408",0.5,0,1.5,0,0,0,1.5,1,"M",3.5,"1",6.4955386316095
"409",3,0,1.5,0,1,0,3,3,"M",8.5,"1",13.4928557992436
"410",0.5,0,1.5,0,0,0,1.5,1,"M",3.5,"1",7.02421710223362
"411",1.5,0,1.5,0,0,0,1.5,1.5,"M",4.5,"1",8.75131571298985
"412",1.5,0,1.5,0,0,0,1.5,1.5,"M",4.5,"1",8.10019679223647
"413",1.5,0,1.5,0,0,0,1.5,1.5,"M",4.5,"1",9.02706300326539
"414",1.5,0,1.5,0,0,0,1.5,2,"M",4.5,"1",8.35435829133299
"415",2.5,0,1.5,0,0,0,1.5,1,"M",5.5,"1",10.5219948524261
"416",0,0,1.5,0,0,0,0,0,"W",1.5,"0",2.27559033149181
"417",0,0,1.5,0,0,0,0,0,"W",1.5,"0",3.67587678841942
"418",0,0,1.5,0,0,0,0,0,"W",1.5,"0",2.80476429513225
"419",0,0,1.5,0,0,0,1.5,0,"W",3,"0",5.82460646074466
"420",2.5,0,1.5,0,0,0,1.5,1.5,"M",5.5,"1",11.4776475288783
"421",2,0,1.5,0,0,0,1.5,1.5,"M",5,"1",9.28927972304373
"422",1.5,0,1.5,0,0,0,1.5,1.5,"M",4.5,"1",8.50876674201778
"423",3,0,0,0.5,0.5,0,1.5,0.5,"M",5.5,"0",9.01272676543183
"424",3,0,0,0,0.5,0,0,0,"M",3.5,"0",7.21361457701222
"425",3,3,1.5,2,2.5,1,3,3,"M",16,"1",29.7716536933239
"426",0,0,0,0,0,0,0,0,"M",0,"0",0
"427",1.5,1.5,1.5,0,1,0,3,2,"M",8.5,"1",15.8346400193105
"428",3,3,0,1,1.5,0,2.5,2,"M",11,"1",19.7353875674651
"429",3,3,1.5,1,2.5,0,2,3,"M",13,"1",26.1819489915009
"430",3,3,3,1,2,0,0,1.5,"M",12,"1",20.9953535371766
"431",3,3,3,2,2,0,1.5,2,"M",14.5,"1",28.2395530383855
"432",1.5,0,0,0,0,0,0,0,"M",1.5,"0",2.27067462943818
"433",0,1.5,1,1,0,0,1.5,2,"M",5,"1",10.4868268781207
"434",0,0,0,0,0,0,0,0,"M",0,"0",0
"435",0,0,0,0,0,0,0,0,"W",0,"0",0
"436",0,0,0,0,0,0,0,0,"W",0,"0",0
"437",0,0,0,0,0,0,0,0,"W",0,"0",0
"438",0,0,0,0,0,0,0,0,"W",0,"0",0
"439",0,0,0,0,0,0,0,0,"W",0,"0",0
"440",0,0,0,0,0,0,0,0,"W",0,"0",0
"441",3,3,2,2,3,0,0,3,"M",13,"1",23.2924279578532
"442",1.5,1.5,1,1,0,0,1.5,1.5,"M",6.5,"1",11.5704267509107
"443",2.5,1.5,2,1.5,2,1.5,2.5,2.5,"M",13.5,"1",25.4468832562047
"444",2.5,2,1.5,1.5,2,1.5,1.5,2.5,"M",12.5,"1",23.0921070593654
"445",2.5,2,1,1.5,2,1.5,2,2.5,"M",12.5,"1",23.0588087569124
"446",2,1.5,1.5,1.5,1.5,1.5,2,1.5,"M",11.5,"1",21.5785260122473
"447",1.5,0.5,0.5,0,0,1.5,1.5,0.5,"M",5.5,"0",9.49106271338415
"448",2,3,2,2,2,1.5,1.5,3,"M",14,"1",25.5628753238253
"449",1.5,1.5,1.5,1,1.5,1.5,1.5,2.5,"M",10,"1",18.5897281510907
"450",2.5,1,1.5,1,0.5,1.5,1.5,2,"W",9.5,"1",17.7373205073973
"451",2,1.5,1.5,1.5,1.5,1.5,1.5,1.5,"M",11,"1",20.3734568893727
"452",1.5,0,2,0,3,1.5,0,1.5,"M",8,"1",15.5868713917924
"453",2,0,0,0,1,1.5,0,1.5,"M",4.5,"1",8.19290830284145
"454",3,0,0,0,0,1.5,0,0.5,"M",4.5,"0",6.88252471221718
"455",3,0,0,0,0,1.5,0,1,"M",4.5,"1",10.570003523806
"456",0,1,3,0,0,1.5,0,0.5,"M",5.5,"0",10.2242347443671
"457",0,0,0,0,0,1.5,0,1.5,"M",1.5,"1",2.27559033149181
"458",2,1,0,0,0,1.5,0,1.5,"M",4.5,"1",8.65417838415233
"459",3,1,1,0,0.5,0,1,1.5,"M",6.5,"1",13.194487434028
"460",1.5,2,0,0,0,0,0,0,"M",3.5,"0",5.37913336174959
"461",1,0,0,0,0,0,0,0,"M",1,"0",1.51706022099454
"462",2,1,0,0,0,0,0,0,"M",3,"0",6.41495213751801
"463",0,0,0,0,0,0,0,0,"M",0,"0",0
"464",2,3,1.5,1,2,0,1.5,3,"M",11,"1",22.1610494670595
"465",1,2,0,1,1,0,0,0,"M",5,"0",9.45264316805176
"466",1.5,2.5,0,0.5,0,0,0,0,"M",4.5,"0",9.00821176613393
"467",1.5,2,2,1,1,0,1,1.5,"M",8.5,"1",15.2319637998449
"468",0,0,0,0,0,0,0,0,"M",0,"0",0
"469",0,0,0,0,0,0,0,0,"M",0,"0",0
"470",0,0,0,0,0,0,0,0,"M",0,"0",0
"471",0,0,0,0,0,0,0,0,"M",0,"0",0
"472",1,0,0,0,0,0,0,0,"W",1,"0",1.5542293661557
"473",1,0,0,0,0,0,0,1,"W",1,"1",2.14549996464479
"474",1,1,2,0,0,0,1,1,"M",5,"1",9.25828270490377
"475",1,2,2,1,1,0,2,2,"M",9,"1",17.5385697098487
"476",3,2,2,2,1,0,2,2,"M",12,"1",22.7709806503886
"477",3,3,3,2,1,0,3,3,"M",15,"1",27.7369379920791
"478",0,0,0,0,0,0,0,0,"W",0,"0",0
"479",1,2,1,1,0,0,1,1,"M",6,"1",10.4702583649301
"480",0,1,0,0,0,0,0,0,"M",1,"0",2.01322811040828
"481",1,0,0,0,0,0,0,0,"W",1,"0",1.51378308629212
"482",1,1,0,0,0,0,0,0,"M",2,"0",3.66256018563933
"483",1,2,0,0,0,0,0,0,"M",3,"0",5.47815069819719
"484",1.5,0,0,0,0,0,0,0,"W",1.5,"0",2.80476429513225
"485",3,3,1.5,1.5,3,0,3,3,"M",15,"1",30.0394850709343
"486",2,2,0,0,0,0,1,1.5,"M",5,"1",8.36192754544652
"487",2.5,1,0,0,0,0,2,2,"W",5.5,"1",10.4110984640093
"488",1,0,0,0,0,0,0,0,"W",1,"0",1.51378308629212
"489",2.5,0,0,0,0,0,0,1.5,"M",2.5,"1",3.79265055248635
"490",2.5,0,0,0,0,0,0,1.5,"M",2.5,"1",6.12646131403237
"491",2.5,0,0,0,0,0,0,1.5,"M",2.5,"1",4.67460715855375
"492",2.5,0,0,0,0,0,0,0,"M",2.5,"0",5.03307027602069
"493",2,2,2,3,3,3,2,3,"M",17,"1",32.7377688757258
"494",2,2,2,2,2,2,1,1.5,"M",13,"1",24.6113960540652
"495",1.5,0,0,0,0,0,0,0,"M",1.5,"0",2.27067462943818
"496",2.5,1.5,1,0,0,0,2,1.5,"M",7,"1",12.7638143367048
"497",2,0,0,0,0,0,0,1,"W",2,"1",4.90116905122589
"498",2,1.5,0,0,0,0,0,1,"M",3.5,"1",6.01527605833481
"499",0,1.5,0,0,0,0,0,1,"M",1.5,"1",3.67587678841942
"500",0,1,0,0,0,0,0,0,"M",1,"0",1.8698428634215
"501",0,2,1.5,0,2,0,0,2,"M",5.5,"1",10.8107917415474
"502",2.5,1.5,1.5,0,2,0,2,1.5,"M",9.5,"1",18.1127350406116
"503",1.5,0,0,0,0,0,0,0,"W",1.5,"0",2.27559033149181
"504",1,1,0,0,0,0,0,0,"M",2,"0",3.96436761190507
"505",1.5,2,1,0,0,0,0,2,"M",4.5,"1",7.98438470176612
"506",0,0,0,0,0,0,0,0,"M",0,"0",0
"507",3,1.5,1,2.5,2,1,1,0.5,"W",12,"0",22.3390863589275
"508",2.5,1,1.5,2.5,2,1.5,1.5,1,"W",12.5,"1",23.0261258851054
"509",0,0,1,2,2,2,2,1,"W",9,"1",18.1225885067426
"510",0,0,0,0.5,0.5,2,0.5,2,"W",3.5,"1",6.02556396997469
"511",1,0,1,1.5,2,1.5,1.5,1,"W",8.5,"1",16.0817907414696
"512",1.5,0,0,1,0.5,0,0,0,"M",3,"0",6.043284668347
"513",0,0,1,3,3,1.5,2.5,1.5,"W",11,"1",19.4253400181275
"514",2,1,1.5,2.5,3,1.5,1.5,1.5,"M",13,"1",24.6038775879191
"515",2,1.5,0,1.5,0,1.5,0,1.5,"M",6.5,"1",12.3862810194724
"516",0,0,0,1.5,0,0,0,1,"M",1.5,"1",2.27559033149181
"517",2,1.5,1.5,0,1.5,0,1.5,1.5,"M",8,"1",14.3476514791391
"518",3,1.5,2,0,0,1.5,0,1.5,"M",8,"1",15.9491368855556
"519",3,0,0,0,0,0,0,0,"W",3,"0",5.6095285902645
"520",0.5,0,0,0,1.5,1.5,0,0.5,"W",3.5,"0",6.0869686818282
"521",2,1,0,0,0.5,0,0.5,1,"M",4,"1",6.7418071940831
"522",2,0.5,0,0,0,0,0,1,"M",2.5,"1",5.29761398449371
"523",1,0.5,0,0,0,0,0,0,"M",1.5,"0",2.29089776936997
"524",0,0,0,0,0,0,0,0,"M",0,"0",0
"525",3,1.5,0.5,0.5,1.5,0,0.5,1.5,"M",7.5,"1",14.6166687077616
"526",3,2,1,1,1.5,1,1.5,2,"M",11,"1",20.3233810312517
"527",2.5,1,0.5,0.5,0.5,0.5,0.5,1,"W",6,"1",11.783862552388
"528",2.5,0.5,0.5,0,0,0,0,0.5,"M",3.5,"0",5.57902495759728
"529",2,1.5,1,1.5,2,1,1,1.5,"M",10,"1",18.5274630666806
"530",0.5,0,0,0,0,0,0.5,0.5,"M",1,"0",1.98218380595253
"531",2,1,1,1,1,1,2,1.5,"M",9,"1",16.4511312219459
"532",2.5,2,0.5,1.5,2,1.5,2,2.5,"M",12,"1",23.0147330745995
"533",0,0,0,0,0,0,0,0,"W",0,"0",0
"534",2,1,0,0,0,0,0,0,"M",3,"0",6.4770407464295
"535",2,0,0,0,0,0,0,0,"M",2,"0",3.10845873231141
"536",1,0,0,0,0,0,0,0,"W",1,"0",2.14549996464479
"537",1,0,0,0,0,0,0,0,"W",1,"0",1.51378308629212
"538",3,0,0,0,0,0,0,0,"M",3,"0",4.55118066298362
"539",3,1,0,0,0,0,0,0,"M",4,"0",8.86553666313096
"540",3,2,0,1,0,1,0,1,"M",7,"1",12.170660228954
"541",0,1,0,0,0,0,0,0,"M",1,"0",2.45058452561295
"542",0,0,0,0,0,0,0,0,"W",0,"0",0
"543",0,0,0,0,0,0,0,0,"W",0,"0",0
"544",0,0,0,0,0,0,0,0,"W",0,"0",0
"545",1,0,0,0,0,0,0,0,"W",1,"0",1.51706022099454
"546",0,0,0,0,0,0,0,0,"M",0,"0",0
"547",2.5,2,1.5,1,0,1,3,2,"M",11,"1",19.1166768426775
"548",2,1,1,1,0,1,2,2,"M",8,"1",15.3531133491614
"549",3,0,0,0,0,0,0,0,"M",3,"0",4.66268809846711
"550",1.5,3,1.5,2,2.5,1.5,0,2,"M",12,"1",22.6517149497172
"551",1,1,0,0,0,1.5,0,1,"M",3.5,"1",6.08785461806024
"552",2.5,1.5,1,0,0,1.5,0,1.5,"M",6.5,"1",11.3554726590954
"553",1,0,0,0,0,1.5,0,1,"M",2.5,"1",5.66883447258013
"554",3,1,0,0,0,1.5,0,2,"M",5.5,"1",9.39726344069722
"555",3,0,1.5,0,0,1.5,0,1,"W",6,"1",10.5859492921548
"556",1.5,0,1.5,0,0,1.5,0,1,"W",4.5,"1",8.28281116914479
"557",1.5,0,1.5,0,0,1.5,0,1,"W",4.5,"1",9.69889103051885
"558",3,0,1.5,0,0,1.5,0,0,"W",6,"0",10.365955719621
"559",3,0,1.5,0,0,1.5,0,0,"W",6,"0",9.90236687782959
"560",3,0,1.5,0,0,1.5,0,0,"W",6,"0",12.9013475730396
"561",2.5,0,1.5,0,0,1.5,0,1.5,"M",5.5,"1",10.1635317349591
"562",3,0,1.5,0,0,1.5,0,1.5,"M",6,"1",10.5859492921548
"563",3,0,1.5,0,0,1.5,0,1.5,"M",6,"1",10.6141552183783
"564",3,0,1.5,0,0,1.5,0,1,"M",6,"1",12.917140977486
"565",1.5,0,1.5,0,0,1.5,0,1.5,"M",4.5,"1",8.09528109018284
"566",2.5,0,1.5,0,0,1.5,0,1.5,"M",5.5,"1",9.14383676733232
"567",2.5,0,1.5,0,0,1.5,0,2,"M",5.5,"1",11.6760553102331
"568",2.5,0,1.5,0,0,1.5,0,2,"M",5.5,"1",10.1635317349591
"569",2.5,0,1.5,0,0,1.5,0,1.5,"M",5.5,"1",9.57933523695068
"570",2,0,0,0,0,0,0,1,"M",2,"1",3.10845873231141
"571",1,0,0,0,0,0,0,0.5,"M",1,"0",2.14549996464479
"572",1,0,0,0,0,0,0,0.5,"M",1,"0",1.51378308629212
"573",1,0,0,0,0.5,0,0,1,"M",1.5,"1",2.2739517641406
"574",1,0,0,0,0.5,0,0,1,"M",1.5,"1",3.20911463611022
"575",1,0,0,0,0,0,0,0.5,"M",1,"0",1.8698428634215
"576",2,2,1,0,2,0,1,1.5,"M",8,"1",16.3265940498224
"577",1,1,0,0,0,0,0,0.5,"M",2,"0",3.4240722295772
"578",2,0,0,0,0,0,0,0,"W",2,"0",4.29099992928958
"579",2,1,0,0,0,0,0,1,"M",3,"1",4.58179553873995
"580",1,0,0,0,0,0,0,0,"M",1,"0",1.51706022099454
"581",0,0,0,0,0,0,0,0,"W",0,"0",0
"582",3,1,0,0,0,0,0,1,"M",4,"1",7.12658881125903
"583",1,0,0,0,0,0,0,1,"M",1,"1",2.01322811040828
"584",2,1,0,0,0,0,0,2,"M",3,"1",4.97830159573291
"585",3,0.5,0,0,0,0,0,1,"M",3.5,"1",7.4431139491385
"586",0,0,0,0,0,0,0,0,"W",0,"0",0
"587",3,1,1.5,0,1.5,2,1.5,2,"M",10.5,"1",17.9004204501227
"588",1.5,1,0,0,1.5,0,0,1,"M",4,"1",7.46525020620335
"589",1,0,0,0,0,0,0,1,"M",1,"1",1.8698428634215
"590",0.5,0,0,0,0,0,0,1,"M",0.5,"1",1.00661405520414
"591",0,0,0,0,0,0,0,1,"M",0,"1",0
"592",3,3,2.5,3,2.5,0,2,3,"M",16,"1",30.0636886554463
"593",0,0,0,0,0,0,0,1,"M",0,"1",0
"594",0,0,0,0,0,0,0,0,"M",0,"0",0
"595",0,0,0,0,0,0,0,0,"W",0,"0",0
"596",0,0,0,0,0,0,0,0,"W",0,"0",0
"597",1.5,0,0,0,0,0,0,1,"M",1.5,"1",3.01984216561242
"598",2,1,1,0,0,0,0,1,"M",4,"1",6.49536181672745
"599",1,0,0,0,0,0,0,0,"M",1,"0",2.14549996464479
"600",0,0,0,0,0,0,0,0,"M",0,"0",0
"601",0,0,0,0,0,0,0,0,"M",0,"0",0
"602",0,0,0,0,0,0,0,0,"M",0,"0",0
"603",0,0,0,0,0,0,0,0,"M",0,"0",0
"604",0,0,0,0,0,0,0,0,"W",0,"0",0
"605",1.5,1,0,0,1,0,2,1,"M",5.5,"1",9.24198119564757
"606",2,3,2,3,2,0,2,3,"M",14,"1",25.9157817449172
"607",2,1,0,0,0,0,0,1,"M",3,"1",4.58179553873995
"608",0,0,0,0,0,0,0,0,"W",0,"0",0
"609",2,2,2,2,3,0,3,3,"M",14,"1",25.367744677173
"610",0,0,0,0,0,0,0,0,"W",0,"0",0
"611",0,0,0,0,0,0,0,0,"W",0,"0",0
"612",0,0,0,0,1,0,0,1,"M",1,"1",2.01322811040828
"613",2,1.5,0,0,1,0,1.5,1.5,"M",6,"1",11.1406617925495
"614",3,1,0,0,1,0,0,2,"M",5,"1",8.24107858967685
"615",3,2.5,0,0,2,0,0,3,"M",7.5,"1",12.9424967471798
"616",0,0,0,0,0,0,0,0,"M",0,"0",0
"617",0,0,0,0,0,0,0,0,"M",0,"0",0
"618",0,0,0,0,0,0,0,0,"W",0,"0",0
"619",0,0,0,0,0,0,0,0,"W",0,"0",0
"620",0,0,0,0,0,0,0,0,"M",0,"0",0
"621",1,0,0,0,0,0,0,0,"M",1,"0",1.51378308629212
"622",0,0,0,0,0,0,0,0,"W",0,"0",0
"623",3,0,0,0,0,0,1,2,"M",4,"1",9.36498168724712
"624",2,0,0,0,0,1,2,3,"M",5,"1",8.36192754544652
"625",3,2,2,2,2,2,2,2,"M",15,"1",28.141684385468
"626",3,3,3,3,3,3,3,3,"M",21,"1",39.1926844125896
"627",2,1,0,0,0,1,2,2,"M",6,"1",11.2081913451084
"628",0,0,0,0,0,0,0,0,"M",0,"0",0
"629",2.5,1.5,3,0,0,1,3,3,"M",11,"1",20.2143427870986
"630",0,0,0,0,0,0,0,0,"M",0,"0",0
"631",1,0,0,0,0,0,0,0,"M",1,"0",1.8698428634215
"632",2,2,1,0,1,0,2,2,"M",8,"1",16.6022511510456
"633",3,2,2,1,0,0,3,2,"M",11,"1",18.1233434908203
"634",3,1,0,0,0,0,0,0,"M",4,"0",8.44972800434264
"635",0,0,0,0,0,0,0,0,"M",0,"0",0
"636",2,0,0,0,0,0,0,0,"W",2,"0",3.03412044198908
"637",2,0,0,2,1,0,1,1.5,"M",6,"1",12.1711431094717
"638",2,3,2,3,3,2,3,3,"M",18,"1",33.6635584982312
"639",1,1,1,0,0,1.5,1,1.5,"M",5.5,"1",10.3986860184499
"640",0,1,0,0,1,2,1,2,"M",5,"1",10.2980231113478
"641",0,1,0,1,2,2,1,2,"M",7,"1",11.8922158768493
"642",1,1,0,0,1,0,0,1,"W",3,"1",5.21351241709261
"643",1,1,0,0,1,0,0,1,"W",3,"1",5.17634327193145
"644",1,1,1,0,0,0,0,1,"W",3,"1",5.51859697806077
"645",1,1,1,1,0,0,2,2,"M",6,"1",10.6540898917805
"646",2,1,1,1,1,1,0,2,"W",7,"1",12.9319562832934
"647",3,2,1,2,2,1,1,2,"W",12,"1",22.2012578083158
"648",2,2,1,3,2,2,2,3,"W",14,"1",25.1916548357389
"649",1,1,0,2,1,1,3,1.5,"W",9,"1",17.6126145463288
"650",2,2,2,2,3,2,2,3,"M",15,"1",27.6422393613519
"651",2,1,1,1,2,1,1,2,"M",9,"1",17.0318728841374
"652",2.5,0.5,0,0,1.5,0,0,1,"M",4.5,"1",9.10901405747044
"653",0,0,0.5,0.5,0.5,0,1,1.5,"M",2.5,"1",4.61442762257945
"654",3,2.5,0,2.5,2.5,0,0,0.5,"M",10.5,"0",19.7341154446535
"655",2.5,2,2,2,2,1.5,2,1.5,"M",14,"1",26.2662848256714
"656",2.5,0,2,3,0,3,3,2,"M",13.5,"1",25.4667620136206
"657",3,0.5,2.5,0,1,0.5,1.5,0.5,"M",9,"0",15.7526629858289
"658",2.5,2,1,0,2,0,0,0.5,"M",7.5,"0",13.7423772947614
"659",3,1.5,2,1,1,0,3,3,"M",11.5,"1",21.3026195855342
"660",3,2.5,2,1,3,0,0.5,3,"M",12,"1",23.430219756584
"661",3,2,0,1.5,1.5,0,2,1.5,"M",10,"1",17.6680321104739
"662",1.5,0,1.5,1.5,0,0,1.5,0,"M",6,"0",11.4403916963166
"663",0,1.5,1.5,1.5,0.5,0,1.5,1.5,"M",6.5,"1",12.1603254465994
"664",0,1.5,1.5,1.5,1,0,1,1.5,"M",6.5,"1",13.2975948507126
"665",2,1.5,1,0.5,2.5,3,1.5,2,"M",12,"1",22.9099870905637
"666",1.5,1,0.5,0.5,2,3,2.5,2,"M",11,"1",19.7292802791448
"667",1,1,1,0,0,3,0,1.5,"M",6,"1",10.528776385297
"668",2.5,0,0,0,0,0,0,0,"M",2.5,"0",3.88557341538926
"669",2.5,0,0,0,0,0,0,0,"M",2.5,"0",5.36374991161197
"670",0,0,0,0,1,0,0,0.5,"W",1,"0",2.14549996464479
"671",0,0,0,0,2,0,0,0.5,"W",2,"0",3.02756617258424
"672",2,0,0,0,0,0,0,0,"M",2,"0",4.90116905122589
"673",0,0,0,0,0,0,0,0.5,"M",0,"0",0
"674",1,0,0,0,2.5,2,2,1.5,"M",7.5,"1",14.0129556402407
"675",0,0,0,0,1.5,0,0,0,"W",1.5,"0",3.01984216561242
"676",1,0,0,0,0,0,0,0,"M",1,"0",2.14549996464479
"677",0,0,0,0,0.5,0,0,0,"W",0.5,"0",1.07274998232239
"678",3,0,0,0,0,0,0,0,"M",3,"0",4.55118066298362
"679",0,1.5,0.5,0,1.5,0,1.5,2,"W",5,"1",8.34322180962026
"680",2,0.5,0,0,0,0,0,0,"M",2.5,"0",4.49821583734027
"681",0,0,0,0,0.5,0,0,0,"M",0.5,"0",0.934921431710749
"682",1,0,0,0,0,0,0,0,"W",1,"0",1.5542293661557
"683",2.5,1,1,0,0,0,1,1,"M",5.5,"1",11.3446227686277
"684",2.5,0,0,0,0,0,0,1,"M",2.5,"1",3.7844577157303
"685",2,0,0,0,0,0,0,0,"M",2,"0",3.03412044198908
"686",2,1,1,1,1,0,1,1,"M",7,"1",13.369312698498
"687",3,2.5,2,2,2,0,2,2,"M",13.5,"1",25.7292630763943
"688",1.5,1.5,0,0,0,0,1,0,"M",4,"0",8.84121891867662
"689",1,0,0,0,0,0,0,0,"W",1,"0",1.5542293661557
"690",2,1.5,1,0,1,0,0,1,"M",5.5,"1",11.3156559866706
"691",3,0,0,0,0,0,0,0,"M",3,"0",4.54134925887636
"692",3,0,0,0,0,0,0,0,"M",3,"0",4.55118066298362
"693",3,0,0,0,0,0,0,1.5,"M",3,"1",7.35175357683884
"694",1.5,0,0,0,0,0,0,0,"M",1.5,"0",2.80476429513225
"695",1.5,0,0,0,0,0,0,0,"W",1.5,"0",3.01984216561242
"696",3,1,1.5,0,0,0,2,2,"M",7.5,"1",11.8356874659647
"697",0,0,0,0,0,0,0,0,"M",0,"0",0
"698",1,0.5,0,0,0,0,0.5,1,"M",2,"1",3.51619003217645
"699",2,1.5,0,0,1,0,1,0.5,"M",5.5,"0",9.63599633866988
"700",0,0,0,0,0,0,0,0,"M",0,"0",0
"701",0.5,0,0,0,0,0,0.5,1,"M",1,"1",1.7120361147886
"702",0,0,0,0,0,0,0,0,"M",0,"0",0
"703",0,0,0,0,0,0,0,1,"M",0,"1",0
"704",0,0,0,0,0,0,0,1,"M",0,"1",0
"705",2,0.5,0.5,0,0,0,0,2,"M",3,"1",4.73960228737284
"706",2,0.5,0.5,0,0.5,0,0,2,"M",3.5,"1",5.87037602266167
"707",0,0,0,0,0,0,0,0,"W",0,"0",0
"708",0,0,0,0,0,0,0,0,"W",0,"0",0
"709",0,0,0,0,0,0,0,0,"W",0,"0",0
"710",0,0,0,0,0,0,0,0,"W",0,"0",0
"711",2,2,1.5,2,2.5,0,2.5,2,"M",12.5,"1",22.6991230789854
"712",2,1.5,1.5,0.5,1.5,0,1.5,1.5,"M",8.5,"1",15.8163313628339
"713",3,1,1.5,2,2,0,0,2,"M",9.5,"1",17.645258017051
"714",2.5,2,1.5,0.5,0.5,0,1.5,2,"M",8.5,"1",16.1986652436706
"715",2,1,1.5,1.5,1,0,1.5,2,"M",8.5,"1",16.2767666352636
"716",0.5,0.5,1.5,0,0,0,1.5,0.5,"W",4,"0",7.72083089441598
"717",2,1,1.5,1.5,0,0,1.5,1.5,"M",7.5,"1",12.7428165036301
"718",1,0,1.5,0,0,0,1.5,0.5,"W",4,"0",8.09696708455602
"719",0.5,0.5,1.5,0,1,0,1.5,0.5,"W",5,"0",10.1601472744204
"720",1,1,1.5,0.5,0.5,0,1.5,1.5,"M",6,"1",11.4693504523365
"721",0.5,0,1.5,0,0,0,1.5,0.5,"W",3.5,"0",6.57647847765244
"722",1,1,1.5,0,0.5,0,1.5,0.5,"W",5.5,"0",10.1617893434232
"723",1,0,0,0,0,0,1,1.5,"M",2,"1",4.15872807505306
"724",3,0,0,0,1,0,1.5,1.5,"M",5.5,"1",8.94659083831357
"725",1,0,0,0,1,0,1.5,1.5,"M",3.5,"1",5.9753196622923
"726",0,0,0,0,0,0,0,1.5,"M",0,"1",0
"727",1,0,0,0,0,0,2.5,1.5,"M",3.5,"1",6.19166737954829
"728",1,0,0,0,1,0,3,1.5,"M",5,"1",10.0073290778323
"729",0,3,3,1,2,1.5,1.5,2.5,"M",12,"1",22.5040963972239
"730",0,0,0,0,0,0,0,3,"M",0,"1",0
"731",0,0,0,0,0,0,0.5,1.5,"M",0.5,"1",0.756891543146061
"732",0,0,1,0,1,0,2,1.5,"M",4,"1",7.03893433375773
"733",0,0,0,0,0,0,0,0,"W",0,"0",0
"734",0,0,0,0,2,0,2.5,2,"M",4.5,"1",7.70217333113799
"735",0,0,0,0,0,1.5,0,1.5,"W",1.5,"1",3.21824994696718
"736",3,0,0,0,0,0,1,1.5,"M",4,"1",7.1637579564202
"737",3,1.5,1,0,1,0,0,2,"M",6.5,"1",13.0991870693579
"738",3,0,0,0,0,0,1,1.5,"M",4,"1",6.17647118475923
"739",3,0,0,0,0,0,0.5,1.5,"M",3.5,"1",7.19503000443163
"740",1.5,1.5,0,0,0,0,0.5,1.5,"M",3.5,"1",5.82731094147821
"741",1.5,0,0,0,0,0,0.5,1.5,"M",2,"1",3.21051176320256
